MoveNumber,Side,Move,FEN,GameNumber
4,black,Nc6,r1bqkbnrpppp1ppp2n54p34P35N2PPPP1PPPRNBQKB1R,426
5,white,Bb5,r1bqkbnrpppp1ppp2n51B2p34P35N2PPPP1PPPRNBQK2R,426
6,black,a6,r1bqkbnr1ppp1pppp1n51B2p34P35N2PPPP1PPPRNBQK2R,426
7,white,Ba4,r1bqkbnr1ppp1pppp1n54p3B3P35N2PPPP1PPPRNBQK2R,426
8,black,Nf6,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQK2R,426
9,white,O-O,r1bqkb1r1ppp1pppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1,426
10,black,Be7,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQ1RK1,426
11,white,Re1,r1bqk2r1pppbpppp1n2n24p3B3P35N2PPPP1PPPRNBQR1K1,426
12,black,b5,r1bqk2r2ppbpppp1n2n21p2p3B3P35N2PPPP1PPPRNBQR1K1,426
13,white,Bb3,r1bqk2r2ppbpppp1n2n21p2p34P31B3N2PPPP1PPPRNBQR1K1,426
14,black,O-O,r1bq1rk12ppbpppp1n2n21p2p34P31B3N2PPPP1PPPRNBQR1K1,426
15,white,c3,r1bq1rk12ppbpppp1n2n21p2p34P31BP2N2PP1P1PPPRNBQR1K1,426
16,black,d6,r1bq1rk12p1bpppp1np1n21p2p34P31BP2N2PP1P1PPPRNBQR1K1,426
17,white,h3,r1bq1rk12p1bpppp1np1n21p2p34P31BP2N1PPP1P1PP1RNBQR1K1,426
18,black,Na5,r1bq1rk12p1bpppp2p1n2np2p34P31BP2N1PPP1P1PP1RNBQR1K1,426
19,white,Bc2,r1bq1rk12p1bpppp2p1n2np2p34P32P2N1PPPBP1PP1RNBQR1K1,426
20,black,c5,r1bq1rk14bpppp2p1n2npp1p34P32P2N1PPPBP1PP1RNBQR1K1,426
21,white,d4,r1bq1rk14bpppp2p1n2npp1p33PP32P2N1PPPB2PP1RNBQR1K1,426
22,black,Qc7,r1b2rk12q1bpppp2p1n2npp1p33PP32P2N1PPPB2PP1RNBQR1K1,426
23,white,Nbd2,r1b2rk12q1bpppp2p1n2npp1p33PP32P2N1PPPBN1PP1R1BQR1K1,426
24,black,Nc6,r1b2rk12q1bpppp1np1n21pp1p33PP32P2N1PPPBN1PP1R1BQR1K1,426
25,white,dxc5,r1b2rk12q1bpppp1np1n21pP1p34P32P2N1PPPBN1PP1R1BQR1K1,426
26,black,dxc5,r1b2rk12q1bpppp1n2n21pp1p34P32P2N1PPPBN1PP1R1BQR1K1,426
27,white,Nf1,r1b2rk12q1bpppp1n2n21pp1p34P32P2N1PPPB2PP1R1BQRNK1,426
28,black,Bd6,r1b2rk12q2pppp1nb1n21pp1p34P32P2N1PPPB2PP1R1BQRNK1,426
29,white,Nh4,r1b2rk12q2pppp1nb1n21pp1p34P2N2P4PPPB2PP1R1BQRNK1,426
30,black,g6,r1b2rk12q2p1pp1nb1np11pp1p34P2N2P4PPPB2PP1R1BQRNK1,426
31,white,Bh6,r1b2rk12q2p1pp1nb1npB1pp1p34P2N2P4PPPB2PP1R2QRNK1,426
32,black,Rd8,r1br2k12q2p1pp1nb1npB1pp1p34P2N2P4PPPB2PP1R2QRNK1,426
33,white,Qf3,r1br2k12q2p1pp1nb1npB1pp1p34P2N2P2Q1PPPB2PP1R3RNK1,426
34,black,Ne8,r1brn1k12q2p1pp1nb2pB1pp1p34P2N2P2Q1PPPB2PP1R3RNK1,426
35,white,Ne3,r1brn1k12q2p1pp1nb2pB1pp1p34P2N2P1NQ1PPPB2PP1R3R1K1,426
36,black,f6,r1brn1k12q4pp1nb1ppB1pp1p34P2N2P1NQ1PPPB2PP1R3R1K1,426
37,white,Nd5,r1brn1k12q4pp1nb1ppB1ppNp34P2N2P2Q1PPPB2PP1R3R1K1,426
38,black,Qf7,r1brn1k15q1pp1nb1ppB1ppNp34P2N2P2Q1PPPB2PP1R3R1K1,426
39,white,Nb6,r1brn1k15q1ppNnb1ppB1pp1p34P2N2P2Q1PPPB2PP1R3R1K1,426
40,black,Rb8,1rbrn1k15q1ppNnb1ppB1pp1p34P2N2P2Q1PPPB2PP1R3R1K1,426
41,white,Nxc8,1rNrn1k15q1pp1nb1ppB1pp1p34P2N2P2Q1PPPB2PP1R3R1K1,426
42,black,Rbxc8,2rrn1k15q1pp1nb1ppB1pp1p34P2N2P2Q1PPPB2PP1R3R1K1,426
43,white,g3,2rrn1k15q1pp1nb1ppB1pp1p34P2N2P2QPPPPB2P2R3R1K1,426
44,black,Bf8,2rrnbk15q1pp1n2ppB1pp1p34P2N2P2QPPPPB2P2R3R1K1,426
45,white,Be3,2rrnbk15q1pp1n2pp11pp1p34P2N2P1BQPPPPB2P2R3R1K1,426
46,black,Kh8,2rrnb1k5q1pp1n2pp11pp1p34P2N2P1BQPPPPB2P2R3R1K1,426
47,white,Ng2,2rrnb1k5q1pp1n2pp11pp1p34P32P1BQPPPPB2PN1R3R1K1,426
48,black,Nc7,2rr1b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN1R3R1K1,426
49,white,Rad1,2rr1b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN13RR1K1,426
50,black,Rxd1,2r2b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN13rR1K1,426
51,white,Rxd1,2r2b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN13R2K1,426
52,black,Rd8,3r1b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN13R2K1,426
53,white,Rxd8,3R1b1k2n2q1pp1n2pp11pp1p34P32P1BQPPPPB2PN16K1,426
54,black,Nxd8,3n1b1k2n2q1pp4pp11pp1p34P32P1BQPPPPB2PN16K1,426
55,white,a4,3n1b1k2n2q1pp4pp11pp1p3P3P32P1BQPP1PB2PN16K1,426
56,black,Qe6,3n1b1k2n4pp3qpp11pp1p3P3P32P1BQPP1PB2PN16K1,426
57,white,axb5,3n1b1k2n4pp3qpp11Pp1p34P32P1BQPP1PB2PN16K1,426
58,black,axb5,3n1b1k2n4p4qpp11pp1p34P32P1BQPP1PB2PN16K1,426
59,white,h4,3n1b1k2n4p4qpp11pp1p34P2P2P1BQP11PB2PN16K1,426
60,black,Kg7,3n1b22n3kp4qpp11pp1p34P2P2P1BQP11PB2PN16K1,426
61,white,h5,3n1b22n3kp4qpp11pp1p2P4P32P1BQP11PB2PN16K1,426
62,black,g5,3n1b22n3kp4qp21pp1p1pP4P32P1BQP11PB2PN16K1,426
63,white,Bc1,3n1b22n3kp4qp21pp1p1pP4P32P2QP11PB2PN12B3K1,426
64,black,Nb7,5b21nn3kp4qp21pp1p1pP4P32P2QP11PB2PN12B3K1,426
65,white,Ne3,5b21nn3kp4qp21pp1p1pP4P32P1NQP11PB2P22B3K1,426
66,black,Nd6,5b22n3kp3nqp21pp1p1pP4P32P1NQP11PB2P22B3K1,426
67,white,Nf5+,5b22n3kp3nqp21pp1pNpP4P32P2QP11PB2P22B3K1,426
68,black,Nxf5,5b22n3kp4qp21pp1pnpP4P32P2QP11PB2P22B3K1,426
69,white,exf5,5b22n3kp4qp21pp1pPpP82P2QP11PB2P22B3K1,426
70,black,Qd5,5b22n3kp5p21ppqpPpP82P2QP11PB2P22B3K1,426
71,white,Be4,5b22n3kp5p21ppqpPpP4B32P2QP11P3P22B3K1,426
72,black,Qd6,5b22n3kp3q1p21pp1pPpP4B32P2QP11P3P22B3K1,426
73,white,Be3,5b22n3kp3q1p21pp1pPpP4B32P1BQP11P3P26K1,426
74,black,h6,5b22n3k13q1p1p1pp1pPpP4B32P1BQP11P3P26K1,426
75,white,Kg2,5b22n3k13q1p1p1pp1pPpP4B32P1BQP11P3PK18,426
76,black,Be7,82n1b1k13q1p1p1pp1pPpP4B32P1BQP11P3PK18,426
77,white,b3,82n1b1k13q1p1p1pp1pPpP4B31PP1BQP15PK18,426
78,black,Kf8,5k22n1b33q1p1p1pp1pPpP4B31PP1BQP15PK18,426
79,white,Bc6,5k22n1b32Bq1p1p1pp1pPpP81PP1BQP15PK18,426
80,black,Qd3,5k22n1b32B2p1p1pp1pPpP81PPqBQP15PK18,426
81,white,Kh2,5k22n1b32B2p1p1pp1pPpP81PPqBQP15P1K8,426
82,black,Kf7,82n1bk22B2p1p1pp1pPpP81PPqBQP15P1K8,426
83,white,Bb7,81Bn1bk25p1p1pp1pPpP81PPqBQP15P1K8,426
84,black,e4,81Bn1bk25p1p1pp2PpP4p31PPqBQP15P1K8,426
85,white,Bxe4,82n1bk25p1p1pp2PpP4B31PPqBQP15P1K8,426
86,black,Qxc3,82n1bk25p1p1pp2PpP4B31Pq1BQP15P1K8,426
87,white,Bd5+,82n1bk25p1p1ppB1PpP81Pq1BQP15P1K8,426
88,black,Nxd5,84bk25p1p1ppn1PpP81Pq1BQP15P1K8,426
89,white,Qxd5+,84bk25p1p1ppQ1PpP81Pq1B1P15P1K8,426
90,black,Kf8,5k24b35p1p1ppQ1PpP81Pq1B1P15P1K8,426
91,white,Kg2,5k24b35p1p1ppQ1PpP81Pq1B1P15PK18,426
92,black,Qc2,5k24b35p1p1ppQ1PpP81P2B1P12q2PK18,426
93,white,g4,5k24b35p1p1ppQ1PpP6P11P2B32q2PK18,426
94,black,Qe2,5k24b35p1p1ppQ1PpP6P11P2B34qPK18,426
95,white,Kg3,5k24b35p1p1ppQ1PpP6P11P2B1K14qP28,426
96,black,Qc2,5k24b35p1p1ppQ1PpP6P11P2B1K12q2P28,426
97,white,Kf3,5k24b35p1p1ppQ1PpP6P11P2BK22q2P28,426
98,black,Qc3,5k24b35p1p1ppQ1PpP6P11Pq1BK25P28,426
99,white,Kg2,5k24b35p1p1ppQ1PpP6P11Pq1B35PK18,426
100,black,Qc2,5k24b35p1p1ppQ1PpP6P11P2B32q2PK18,426
101,white,Qa8+,Q4k24b35p1p1pp2PpP6P11P2B32q2PK18,426
102,black,Kf7,Q74bk25p1p1pp2PpP6P11P2B32q2PK18,426
103,white,Qd5+,84bk25p1p1ppQ1PpP6P11P2B32q2PK18,426
104,black,Kf8,5k24b35p1p1ppQ1PpP6P11P2B32q2PK18,426
105,white,Kf3,5k24b35p1p1ppQ1PpP6P11P2BK22q2P28,426
106,black,Qc3,5k24b35p1p1ppQ1PpP6P11Pq1BK25P28,426
107,white,Qa8+,Q4k24b35p1p1pp2PpP6P11Pq1BK25P28,426
108,black,Kf7,Q74bk25p1p1pp2PpP6P11Pq1BK25P28,426
109,white,Qd5+,84bk25p1p1ppQ1PpP6P11Pq1BK25P28,426
110,black,Kf8,5k24b35p1p1ppQ1PpP6P11Pq1BK25P28,426
1,white,Nf3,rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R,427
2,black,Nf6,rnbqkb1rpppppppp5n2885N2PPPPPPPPRNBQKB1R,427
3,white,g3,rnbqkb1rpppppppp5n2885NP1PPPPPP1PRNBQKB1R,427
4,black,g6,rnbqkb1rpppppp1p5np1885NP1PPPPPP1PRNBQKB1R,427
5,white,c4,rnbqkb1rpppppp1p5np182P55NP1PP1PPP1PRNBQKB1R,427
6,black,c6,rnbqkb1rpp1ppp1p2p2np182P55NP1PP1PPP1PRNBQKB1R,427
7,white,Bg2,rnbqkb1rpp1ppp1p2p2np182P55NP1PP1PPPBPRNBQK2R,427
8,black,Bg7,rnbqk2rpp1pppbp2p2np182P55NP1PP1PPPBPRNBQK2R,427
9,white,d4,rnbqk2rpp1pppbp2p2np182PP45NP1PP2PPBPRNBQK2R,427
10,black,O-O,rnbq1rk1pp1pppbp2p2np182PP45NP1PP2PPBPRNBQK2R,427
11,white,Nc3,rnbq1rk1pp1pppbp2p2np182PP42N2NP1PP2PPBPR1BQK2R,427
12,black,d5,rnbq1rk1pp2ppbp2p2np13p42PP42N2NP1PP2PPBPR1BQK2R,427
13,white,cxd5,rnbq1rk1pp2ppbp2p2np13P43P42N2NP1PP2PPBPR1BQK2R,427
14,black,cxd5,rnbq1rk1pp2ppbp5np13p43P42N2NP1PP2PPBPR1BQK2R,427
15,white,Ne5,rnbq1rk1pp2ppbp5np13pN33P42N3P1PP2PPBPR1BQK2R,427
16,black,b6,rnbq1rk1p3ppbp1p3np13pN33P42N3P1PP2PPBPR1BQK2R,427
17,white,Bg5,rnbq1rk1p3ppbp1p3np13pN1B13P42N3P1PP2PPBPR2QK2R,427
18,black,Bb7,rn1q1rk1pb2ppbp1p3np13pN1B13P42N3P1PP2PPBPR2QK2R,427
19,white,Bxf6,rn1q1rk1pb2ppbp1p3Bp13pN33P42N3P1PP2PPBPR2QK2R,427
20,black,Bxf6,rn1q1rk1pb2pp1p1p3bp13pN33P42N3P1PP2PPBPR2QK2R,427
21,white,O-O,rn1q1rk1pb2pp1p1p3bp13pN33P42N3P1PP2PPBPR2Q1RK1,427
22,black,e6,rn1q1rk1pb3p1p1p2pbp13pN33P42N3P1PP2PPBPR2Q1RK1,427
23,white,f4,rn1q1rk1pb3p1p1p2pbp13pN33P1P22N3P1PP2P1BPR2Q1RK1,427
24,black,Bg7,rn1q1rk1pb3pbp1p2p1p13pN33P1P22N3P1PP2P1BPR2Q1RK1,427
25,white,Rc1,rn1q1rk1pb3pbp1p2p1p13pN33P1P22N3P1PP2P1BP2RQ1RK1,427
26,black,f6,rn1q1rk1pb4bp1p2ppp13pN33P1P22N3P1PP2P1BP2RQ1RK1,427
27,white,Nf3,rn1q1rk1pb4bp1p2ppp13p43P1P22N2NP1PP2P1BP2RQ1RK1,427
28,black,Nc6,r2q1rk1pb4bp1pn1ppp13p43P1P22N2NP1PP2P1BP2RQ1RK1,427
29,white,e3,r2q1rk1pb4bp1pn1ppp13p43P1P22N1PNP1PP4BP2RQ1RK1,427
30,black,Qd7,r4rk1pb1q2bp1pn1ppp13p43P1P22N1PNP1PP4BP2RQ1RK1,427
31,white,Qe2,r4rk1pb1q2bp1pn1ppp13p43P1P22N1PNP1PP2Q1BP2R2RK1,427
32,black,Na5,r4rk1pb1q2bp1p2ppp1n2p43P1P22N1PNP1PP2Q1BP2R2RK1,427
33,white,h4,r4rk1pb1q2bp1p2ppp1n2p43P1P1P2N1PNP1PP2Q1B12R2RK1,427
34,black,Nc4,r4rk1pb1q2bp1p2ppp13p42nP1P1P2N1PNP1PP2Q1B12R2RK1,427
35,white,Bh3,r4rk1pb1q2bp1p2ppp13p42nP1P1P2N1PNPBPP2Q32R2RK1,427
36,black,Nd6,r4rk1pb1q2bp1p1nppp13p43P1P1P2N1PNPBPP2Q32R2RK1,427
37,white,Kh2,r4rk1pb1q2bp1p1nppp13p43P1P1P2N1PNPBPP2Q2K2R2R2,427
38,black,a5,r4rk11b1q2bp1p1nppp1p2p43P1P1P2N1PNPBPP2Q2K2R2R2,427
39,white,Rfe1,r4rk11b1q2bp1p1nppp1p2p43P1P1P2N1PNPBPP2Q2K2R1R3,427
40,black,b5,r4rk11b1q2bp3nppp1pp1p43P1P1P2N1PNPBPP2Q2K2R1R3,427
41,white,Nd1,r4rk11b1q2bp3nppp1pp1p43P1P1P4PNPBPP2Q2K2RNR3,427
42,black,b4,r4rk11b1q2bp3nppp1p2p41p1P1P1P4PNPBPP2Q2K2RNR3,427
43,white,Nf2,r4rk11b1q2bp3nppp1p2p41p1P1P1P4PNPBPP2QN1K2R1R3,427
44,black,Ba6,r4rk13q2bpb2nppp1p2p41p1P1P1P4PNPBPP2QN1K2R1R3,427
45,white,Qd1,r4rk13q2bpb2nppp1p2p41p1P1P1P4PNPBPP3N1K2RQR3,427
46,black,Rfc8,r1r3k13q2bpb2nppp1p2p41p1P1P1P4PNPBPP3N1K2RQR3,427
47,white,Rxc8+,r1R3k13q2bpb2nppp1p2p41p1P1P1P4PNPBPP3N1K3QR3,427
48,black,Rxc8,2r3k13q2bpb2nppp1p2p41p1P1P1P4PNPBPP3N1K3QR3,427
49,white,Bf1,2r3k13q2bpb2nppp1p2p41p1P1P1P4PNP1PP3N1K3QRB2,427
50,black,Bxf1,2r3k13q2bp3nppp1p2p41p1P1P1P4PNP1PP3N1K3QRb2,427
51,white,Rxf1,2r3k13q2bp3nppp1p2p41p1P1P1P4PNP1PP3N1K3Q1R2,427
52,black,Qc6,2r3k16bp2qnppp1p2p41p1P1P1P4PNP1PP3N1K3Q1R2,427
53,white,Nd3,2r3k16bp2qnppp1p2p41p1P1P1P3NPNP1PP5K3Q1R2,427
54,black,Qc2+,2r3k16bp3nppp1p2p41p1P1P1P3NPNP1PPq4K3Q1R2,427
55,white,Qxc2,2r3k16bp3nppp1p2p41p1P1P1P3NPNP1PPQ4K5R2,427
56,black,Rxc2+,6k16bp3nppp1p2p41p1P1P1P3NPNP1PPr4K5R2,427
57,white,Rf2,6k16bp3nppp1p2p41p1P1P1P3NPNP1PPr2R1K8,427
58,black,Rxf2+,6k16bp3nppp1p2p41p1P1P1P3NPNP1PP3r1K8,427
59,white,Nxf2,6k16bp3nppp1p2p41p1P1P1P4PNP1PP3N1K8,427
60,black,Nc4,6k16bp4ppp1p2p41pnP1P1P4PNP1PP3N1K8,427
61,white,Nd1,6k16bp4ppp1p2p41pnP1P1P4PNP1PP5K3N4,427
62,black,Kf7,85kbp4ppp1p2p41pnP1P1P4PNP1PP5K3N4,427
63,white,b3,85kbp4ppp1p2p41pnP1P1P1P2PNP1P6K3N4,427
64,black,Nd6,85kbp3nppp1p2p41p1P1P1P1P2PNP1P6K3N4,427
65,white,Kg2,85kbp3nppp1p2p41p1P1P1P1P2PNP1P5K13N4,427
66,black,h5,85kb13nppp1p2p3p1p1P1P1P1P2PNP1P5K13N4,427
67,white,Kh3,85kb13nppp1p2p3p1p1P1P1P1P2PNPKP73N4,427
68,black,Ne4,85kb14ppp1p2p3p1p1PnP1P1P2PNPKP73N4,427
69,white,g4,85kb14ppp1p2p3p1p1PnPPP1P2PN1KP73N4,427
70,black,hxg4+,85kb14ppp1p2p41p1PnPpP1P2PN1KP73N4,427
71,white,Kxg4,85kb14ppp1p2p41p1PnPKP1P2PN2P73N4,427
72,black,f5+,85kb14p1p1p2p1p21p1PnPKP1P2PN2P73N4,427
73,white,Kh3,85kb14p1p1p2p1p21p1PnP1P1P2PN1KP73N4,427
74,black,Bf6,85k24pbp1p2p1p21p1PnP1P1P2PN1KP73N4,427
75,white,Ne1,85k24pbp1p2p1p21p1PnP1P1P2P2KP73NN3,427
76,black,Kg7,86k14pbp1p2p1p21p1PnP1P1P2P2KP73NN3,427
77,white,Nd3,86k14pbp1p2p1p21p1PnP1P1P1NP2KP73N4,427
78,black,Nc3,86k14pbp1p2p1p21p1P1P1P1PnNP2KP73N4,427
79,white,Nxc3,86k14pbp1p2p1p21p1P1P1P1PNNP2KP78,427
80,black,bxc3,86k14pbp1p2p1p23P1P1P1PpNP2KP78,427
81,white,Ne1,86k14pbp1p2p1p23P1P1P1Pp1P2KP74N3,427
82,black,Kh6,884pbpkp2p1p23P1P1P1Pp1P2KP74N3,427
83,white,Nc2,884pbpkp2p1p23P1P1P1Pp1P2KP1N58,427
84,black,Be7,84b34p1pkp2p1p23P1P1P1Pp1P2KP1N58,427
85,white,Kg3,84b34p1pkp2p1p23P1P1P1Pp1P1K1P1N58,427
86,black,Kh5,84b34p1p1p2p1p1k3P1P1P1Pp1P1K1P1N58,427
87,white,Kf3,84b34p1p1p2p1p1k3P1P1P1Pp1PK2P1N58,427
88,black,Kxh4,84b34p1p1p2p1p23P1P1k1Pp1PK2P1N58,427
89,white,Ne1,84b34p1p1p2p1p23P1P1k1Pp1PK2P74N3,427
90,black,g5,84b34p3p2p1pp13P1P1k1Pp1PK2P74N3,427
91,white,fxg5,84b34p3p2p1pP13P3k1Pp1PK2P74N3,427
92,black,Kxg5,84b34p3p2p1pk13P41Pp1PK2P74N3,427
93,white,Nc2,84b34p3p2p1pk13P41Pp1PK2P1N58,427
94,black,Bd6,883bp3p2p1pk13P41Pp1PK2P1N58,427
95,white,Ne1,883bp3p2p1pk13P41Pp1PK2P74N3,427
96,black,Kh4,883bp3p2p1p23P3k1Pp1PK2P74N3,427
97,white,Nc2,883bp3p2p1p23P3k1Pp1PK2P1N58,427
98,black,Kh3,883bp3p2p1p23P41Pp1PK1kP1N58,427
99,white,Na1,883bp3p2p1p23P41Pp1PK1kP7N7,427
100,black,Kh2,883bp3p2p1p23P41Pp1PK2P6kN7,427
101,white,Kf2,883bp3p2p1p23P41Pp1P3P4K1kN7,427
102,black,Bg3+,884p3p2p1p23P41Pp1P1b1P4K1kN7,427
103,white,Kf3,884p3p2p1p23P41Pp1PKb1P6kN7,427
104,black,Bh4,884p3p2p1p23P3b1Pp1PK2P6kN7,427
105,white,Nc2,884p3p2p1p23P3b1Pp1PK2P1N4k8,427
106,black,Kg1,884p3p2p1p23P3b1Pp1PK2P1N56k1,427
107,white,Ke2,884p3p2p1p23P3b1Pp1P3P1N1K36k1,427
108,black,Kg2,884p3p2p1p23P3b1Pp1P3P1N1K1k18,427
109,white,Na1,884p3p2p1p23P3b1Pp1P3P3K1k1N7,427
110,black,Be7,84b34p3p2p1p23P41Pp1P3P3K1k1N7,427
111,white,Nc2,84b34p3p2p1p23P41Pp1P3P1N1K1k18,427
112,black,Kg3,84b34p3p2p1p23P41Pp1P1k1P1N1K38,427
113,white,Ne1,84b34p3p2p1p23P41Pp1P1k1P3K34N3,427
114,black,Bd8,3b484p3p2p1p23P41Pp1P1k1P3K34N3,427
115,white,Nc2,3b484p3p2p1p23P41Pp1P1k1P1N1K38,427
116,black,Bf6,884pb2p2p1p23P41Pp1P1k1P1N1K38,427
117,white,a3,884pb2p2p1p23P4PPp1P1k12N1K38,427
118,black,Be7,84b34p3p2p1p23P4PPp1P1k12N1K38,427
119,white,b4,84b34p3p2p1p21P1P4P1p1P1k12N1K38,427
120,black,a4,84b34p33p1p2pP1P4P1p1P1k12N1K38,427
121,white,Ne1,84b34p33p1p2pP1P4P1p1P1k14K34N3,427
122,black,Bg5,884p33p1pb1pP1P4P1p1P1k14K34N3,427
123,white,Nc2,884p33p1pb1pP1P4P1p1P1k12N1K38,427
124,black,Bf6,884pb23p1p2pP1P4P1p1P1k12N1K38,427
125,white,Kd3,884pb23p1p2pP1P4P1pKP1k12N58,427
126,black,Kf2,884pb23p1p2pP1P4P1pKP32N2k28,427
127,white,Na1,884pb23p1p2pP1P4P1pKP35k2N7,427
128,black,Bd8,3b484p33p1p2pP1P4P1pKP35k2N7,427
129,white,Nc2,3b484p33p1p2pP1P4P1pKP32N2k28,427
130,black,Bg5,884p33p1pb1pP1P4P1pKP32N2k28,427
131,white,b5,884p31P1p1pb1p2P4P1pKP32N2k28,427
132,black,Bd8,3b484p31P1p1p2p2P4P1pKP32N2k28,427
133,white,Nb4,3b484p31P1p1p2pN1P4P1pKP35k28,427
134,black,Bb6,881b2p31P1p1p2pN1P4P1pKP35k28,427
135,white,Nc2,881b2p31P1p1p2p2P4P1pKP32N2k28,427
136,black,Ba5,884p3bP1p1p2p2P4P1pKP32N2k28,427
137,white,Nb4,884p3bP1p1p2pN1P4P1pKP35k28,427
138,black,Ke1,884p3bP1p1p2pN1P4P1pKP384k3,427
1,white,e4,rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR,428
2,black,e6,rnbqkbnrpppp1ppp4p384P38PPPP1PPPRNBQKBNR,428
3,white,d4,rnbqkbnrpppp1ppp4p383PP38PPP2PPPRNBQKBNR,428
4,black,d5,rnbqkbnrppp2ppp4p33p43PP38PPP2PPPRNBQKBNR,428
5,white,Nc3,rnbqkbnrppp2ppp4p33p43PP32N5PPP2PPPR1BQKBNR,428
6,black,Bb4,rnbqk1nrppp2ppp4p33p41b1PP32N5PPP2PPPR1BQKBNR,428
7,white,a3,rnbqk1nrppp2ppp4p33p41b1PP3P1N51PP2PPPR1BQKBNR,428
8,black,Bxc3+,rnbqk1nrppp2ppp4p33p43PP3P1b51PP2PPPR1BQKBNR,428
9,white,bxc3,rnbqk1nrppp2ppp4p33p43PP3P1P52P2PPPR1BQKBNR,428
10,black,dxe4,rnbqk1nrppp2ppp4p383Pp3P1P52P2PPPR1BQKBNR,428
11,white,Qg4,rnbqk1nrppp2ppp4p383Pp1Q1P1P52P2PPPR1B1KBNR,428
12,black,Nf6,rnbqk2rppp2ppp4pn283Pp1Q1P1P52P2PPPR1B1KBNR,428
13,white,Qxg7,rnbqk2rppp2pQp4pn283Pp3P1P52P2PPPR1B1KBNR,428
14,black,Rg8,rnbqk1r1ppp2pQp4pn283Pp3P1P52P2PPPR1B1KBNR,428
15,white,Qh6,rnbqk1r1ppp2p1p4pn1Q83Pp3P1P52P2PPPR1B1KBNR,428
16,black,c5,rnbqk1r1pp3p1p4pn1Q2p53Pp3P1P52P2PPPR1B1KBNR,428
17,white,Ne2,rnbqk1r1pp3p1p4pn1Q2p53Pp3P1P52P1NPPPR1B1KB1R,428
18,black,Rg6,rnbqk3pp3p1p4pnrQ2p53Pp3P1P52P1NPPPR1B1KB1R,428
19,white,Qe3,rnbqk3pp3p1p4pnr12p53Pp3P1P1Q32P1NPPPR1B1KB1R,428
20,black,Nc6,r1bqk3pp3p1p2n1pnr12p53Pp3P1P1Q32P1NPPPR1B1KB1R,428
21,white,Bd2,r1bqk3pp3p1p2n1pnr12p53Pp3P1P1Q32PBNPPPR3KB1R,428
22,black,Ne7,r1bqk3pp2np1p4pnr12p53Pp3P1P1Q32PBNPPPR3KB1R,428
23,white,Ng3,r1bqk3pp2np1p4pnr12p53Pp3P1P1Q1N12PB1PPPR3KB1R,428
24,black,Bd7,r2qk3pp1bnp1p4pnr12p53Pp3P1P1Q1N12PB1PPPR3KB1R,428
25,white,dxc5,r2qk3pp1bnp1p4pnr12P54p3P1P1Q1N12PB1PPPR3KB1R,428
26,black,Qc7,r3k3ppqbnp1p4pnr12P54p3P1P1Q1N12PB1PPPR3KB1R,428
27,white,c4,r3k3ppqbnp1p4pnr12P52P1p3P3Q1N12PB1PPPR3KB1R,428
28,black,Bc6,r3k3ppq1np1p2b1pnr12P52P1p3P3Q1N12PB1PPPR3KB1R,428
29,white,Be2,r3k3ppq1np1p2b1pnr12P52P1p3P3Q1N12PBBPPPR3K2R,428
30,black,Ng4,r3k3ppq1np1p2b1p1r12P52P1p1n1P3Q1N12PBBPPPR3K2R,428
31,white,Bxg4,r3k3ppq1np1p2b1p1r12P52P1p1B1P3Q1N12PB1PPPR3K2R,428
32,black,Rxg4,r3k3ppq1np1p2b1p32P52P1p1r1P3Q1N12PB1PPPR3K2R,428
33,white,h3,r3k3ppq1np1p2b1p32P52P1p1r1P3Q1NP2PB1PP1R3K2R,428
34,black,Rg7,r3k3ppq1nprp2b1p32P52P1p3P3Q1NP2PB1PP1R3K2R,428
35,white,Nxe4,r3k3ppq1nprp2b1p32P52P1N3P3Q2P2PB1PP1R3K2R,428
36,black,Nf5,r3k3ppq2prp2b1p32P2n22P1N3P3Q2P2PB1PP1R3K2R,428
37,white,Nd6+,r3k3ppq2prp2bNp32P2n22P5P3Q2P2PB1PP1R3K2R,428
38,black,Qxd6,r3k3pp3prp2bqp32P2n22P5P3Q2P2PB1PP1R3K2R,428
39,white,cxd6,r3k3pp3prp2bPp35n22P5P3Q2P2PB1PP1R3K2R,428
40,black,Nxe3,r3k3pp3prp2bPp382P5P3n2P2PB1PP1R3K2R,428
41,white,Bxe3,r3k3pp3prp2bPp382P5P3B2P2P2PP1R3K2R,428
42,black,Bxg2,r3k3pp3prp3Pp382P5P3B2P2P2Pb1R3K2R,428
43,white,Rg1,r3k3pp3prp3Pp382P5P3B2P2P2Pb1R3K1R1,428
44,black,Kd7,r7pp1k1prp3Pp382P5P3B2P2P2Pb1R3K1R1,428
45,white,h4,r7pp1k1prp3Pp382P4PP3B32P2Pb1R3K1R1,428
